PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
70.99,141.04,13.61,16.13,0.84,20.0,9.51,29.53,33.37,4.77,229
160.11,313.3,68.02,12.65,0.19,49.23,4.76,23.07,82.6,0.97,500
51.07,104.08,28.68,24.68,0.75,42.37,5.19,15.67,38.52,1.99,214
79.05,167.06,73.49,11.97,1.41,8.82,19.2,27.57,22.37,2.36,362
56.7,78.73,39.99,9.79,0.38,124.26,27.12,30.27,87.08,3.13,191
61.29,85.46,19.05,12.82,0.79,77.15,6.74,25.39,65.17,1.88,234
114.05,230.02,24.38,11.42,0.18,49.82,7.71,29.36,67.75,1.26,380
26.42,40.35,48.04,6.56,0.7,129.95,30.76,25.42,,5.04,179
17.11,23.14,5.59,31.88,1.59,67.82,14.84,23.31,24.86,2.04,107
130.09,216.1,50.08,13.9,1.07,20.16,22.16,23.63,80.24,3.63,392
43.05,87.73,23.12,10.15,1.52,67.1,28.51,22.97,17.0,3.43,208
48.46,68.52,20.42,4.28,1.88,41.53,34.72,15.55,29.47,0.91,194
267.68,509.84,96.77,1.0,0.6,66.95,11.59,30.55,74.22,4.18,500
110.28,143.73,59.65,20.24,1.42,87.24,16.5,18.12,59.0,1.52,401
32.11,44.91,11.64,8.36,1.54,52.28,6.94,43.43,6.03,0.7,129
136.07,219.86,30.55,7.23,0.18,56.49,13.58,13.57,40.92,3.93,363
112.0,154.02,10.18,22.6,0.52,54.06,34.03,23.72,34.43,4.15,343
2.0,5.0,34.67,1.0,2.55,52.81,53.73,41.21,67.1,16.86,74
72.86,151.37,85.21,1.11,0.34,20.15,28.33,25.17,60.55,1.72,299
27.59,54.62,67.57,7.57,1.11,28.06,2.75,21.94,63.47,3.2,195
61.2,92.91,33.61,12.23,0.85,6.99,3.63,17.71,31.91,1.48,195
238.31,422.04,30.87,6.19,2.09,87.22,14.34,27.52,43.11,6.58,500
117.26,171.88,21.74,10.88,1.06,54.56,10.72,19.56,62.75,0.32,327
127.81,198.51,89.32,7.49,2.17,47.87,8.04,26.86,57.35,2.69,472
56.78,100.19,44.76,13.92,0.93,37.76,18.65,34.05,73.98,3.22,237
128.2,251.47,17.19,5.11,1.66,94.66,31.62,23.93,32.48,3.66,420
36.55,50.62,26.67,16.0,1.83,41.16,16.89,32.42,27.45,2.25,138
72.2,113.14,27.68,2.33,0.38,35.13,9.87,25.68,58.85,0.85,225
113.71,242.65,12.28,7.23,1.37,23.09,8.46,37.84,83.45,1.8,369
111.41,187.86,27.81,19.56,0.3,6.83,7.59,33.63,20.95,3.17,332
18.15,38.94,36.66,36.52,1.44,55.73,1.0,37.41,31.72,0.36,139
206.01,451.62,10.58,28.3,1.52,15.17,39.93,29.14,43.42,2.43,500
30.98,54.95,51.52,4.12,1.91,70.37,18.57,37.44,51.47,6.78,190
297.95,464.58,14.19,11.72,2.7,24.88,20.57,23.13,72.93,8.25,500
115.96,233.29,17.38,19.55,0.45,11.12,30.63,25.66,31.85,3.19,362
109.45,157.97,13.84,12.76,0.95,28.61,36.29,30.76,47.73,1.85,320
33.28,50.82,11.64,4.43,0.26,26.0,17.51,18.52,39.69,2.93,105
44.48,89.25,57.79,3.42,1.85,61.94,26.81,24.67,66.15,4.16,244
195.5,330.45,64.88,4.05,4.13,38.39,3.52,29.31,60.81,1.47,500
179.45,265.84,15.28,33.48,0.75,12.9,48.36,23.47,74.88,1.4,491
57.97,109.34,53.46,15.82,0.41,17.63,38.77,38.32,67.9,0.63,216
54.37,106.54,6.24,11.75,0.83,8.16,3.62,31.62,75.8,3.58,177
55.57,78.5,19.58,23.2,1.44,32.01,10.51,30.58,45.72,3.47,211
136.68,211.76,8.19,12.62,0.93,57.79,4.51,22.37,84.45,8.33,362
128.1,192.05,94.15,13.64,0.61,52.27,44.09,33.85,20.59,4.04,452
85.71,140.72,59.05,10.17,0.48,44.26,26.51,16.37,82.09,2.46,303
72.71,144.48,4.79,1.61,0.4,5.58,6.7,29.46,35.75,3.34,186
57.48,111.65,12.36,5.03,0.82,23.74,18.92,34.42,77.35,6.5,199
283.11,536.86,20.04,7.68,0.35,124.14,11.35,27.0,74.86,2.4,500
20.13,26.29,23.52,19.92,0.32,64.28,19.66,17.93,44.99,3.63,106
48.94,69.88,7.52,22.44,0.31,68.02,49.48,29.42,47.39,3.72,178
81.64,122.54,41.95,1.88,0.56,26.07,8.69,15.68,30.9,9.91,245
16.51,25.51,53.34,6.2,1.5,92.77,23.69,16.77,33.84,0.36,95
42.16,60.37,31.87,10.51,0.52,31.7,6.79,37.4,59.23,3.89,152
236.37,394.56,30.23,3.33,0.93,13.33,10.38,33.64,23.96,3.84,500
122.52,167.56,13.88,18.92,0.17,12.79,29.33,14.28,82.74,3.76,312
41.89,82.74,19.2,25.09,2.14,45.58,8.09,19.05,63.87,2.01,154
40.89,82.15,29.12,65.03,0.17,122.94,36.16,32.15,56.19,1.81,223
20.28,36.84,31.48,9.99,1.77,19.88,2.6,34.93,44.59,2.89,103
46.63,64.38,24.83,10.44,1.62,85.42,17.83,28.13,82.4,3.65,203
96.47,202.7,50.05,29.03,1.51,33.39,8.72,23.51,66.94,0.51,365
85.41,185.26,36.4,26.38,5.15,131.69,16.61,30.43,40.22,4.89,356
48.56,71.97,53.88,17.84,3.51,48.71,21.1,35.88,47.41,3.91,218
30.6,59.18,27.06,6.9,0.33,98.27,20.97,23.43,72.84,4.02,155
56.91,117.11,26.93,6.43,0.6,51.78,28.12,34.37,58.27,5.12,220
55.98,99.97,46.85,9.19,1.47,42.16,28.48,21.77,42.98,1.67,216
112.2,178.51,10.6,12.31,0.97,25.84,35.06,20.88,68.46,2.79,340
77.0,133.26,131.47,15.62,1.46,16.8,27.02,31.04,65.99,2.72,366
69.86,123.03,13.84,17.01,1.93,32.28,57.04,33.01,57.4,1.35,245
144.61,240.13,12.57,13.12,1.37,22.07,32.9,30.51,25.54,2.61,404
178.4,381.21,51.78,7.86,1.23,55.07,40.21,25.52,34.84,3.71,500
84.69,166.8,38.16,1.68,2.26,29.82,17.31,29.37,59.7,4.53,310
86.15,130.71,42.38,19.11,1.31,13.84,20.3,26.98,19.16,4.68,278
59.89,109.42,27.58,12.4,1.06,45.71,22.92,28.09,43.11,5.92,197
32.91,63.19,11.11,11.49,1.93,5.2,32.3,32.94,50.25,1.04,142
118.21,168.59,75.19,9.25,0.27,34.23,57.07,20.35,57.86,1.48,368
103.31,167.62,50.27,51.19,1.73,92.5,9.73,32.64,44.35,2.41,397
63.55,134.4,15.45,30.19,0.83,21.76,21.08,37.52,48.97,4.76,253
77.17,139.71,47.23,19.96,0.97,23.98,22.0,21.24,27.84,9.68,299
138.38,206.91,16.57,16.33,2.04,30.16,6.24,35.99,51.77,0.73,391
153.69,216.77,18.6,12.95,0.25,79.35,23.18,28.45,60.98,1.55,420
4.95,8.74,19.82,4.91,0.28,55.95,1.0,31.34,40.1,2.71,57
39.7,71.18,14.31,8.28,1.89,12.4,5.98,17.8,47.09,1.94,146
,101.5,27.19,27.74,0.8,45.12,35.54,31.56,64.15,2.12,264
26.68,49.82,50.55,12.05,1.65,94.82,2.68,11.92,61.94,7.76,178
78.61,107.06,35.36,30.72,0.37,83.99,16.22,18.74,38.64,1.12,265
41.4,59.23,42.12,13.01,0.63,25.89,2.71,16.57,65.1,5.67,128
80.49,144.2,30.81,19.28,1.67,21.29,5.47,19.84,50.31,1.92,255
42.41,57.49,3.39,12.57,0.58,89.44,20.92,23.14,64.31,0.33,142
43.85,91.77,107.58,54.26,1.78,41.47,12.32,27.12,12.41,4.95,304
80.06,114.31,56.78,10.04,1.08,12.74,26.03,13.05,66.21,8.3,253
121.65,231.93,32.01,9.1,0.24,50.85,5.81,29.93,63.86,1.08,364
99.28,164.02,9.85,8.89,0.27,102.31,25.46,24.73,59.55,0.8,316
63.79,105.88,40.96,7.2,1.58,64.44,26.36,33.08,47.76,0.91,221
11.84,23.54,25.6,27.48,1.69,45.05,6.37,30.96,65.14,0.55,114
43.02,75.26,29.61,81.35,0.62,48.76,23.99,33.19,61.8,4.89,214
39.37,76.89,49.8,13.96,0.72,96.11,8.77,26.6,45.13,0.47,195
107.56,188.73,34.19,19.99,0.93,67.8,7.65,30.27,62.07,2.81,369
73.16,134.16,64.56,9.58,1.63,11.68,18.54,27.92,41.75,0.81,281
75.11,149.06,17.98,41.37,0.74,13.16,14.14,29.84,20.56,2.41,259
34.19,63.14,5.9,17.28,0.5,80.32,21.42,25.56,44.06,1.6,160
157.7,292.38,24.75,9.37,0.58,13.91,21.84,10.23,64.57,2.15,471
74.75,150.26,18.44,26.58,0.64,46.51,27.59,30.96,53.12,2.0,277
,70.01,37.11,12.73,1.76,150.04,18.0,29.37,57.65,4.29,199
34.48,56.51,12.55,1.68,0.4,19.91,16.96,31.31,25.35,1.93,60
82.55,150.19,18.0,4.37,0.42,54.03,27.91,26.08,54.06,1.29,285
31.47,43.36,38.17,3.34,0.61,48.6,11.5,37.91,56.32,3.64,169
39.78,64.56,21.15,29.4,1.06,65.24,18.34,26.13,68.83,2.25,147
25.55,42.7,52.48,6.76,2.2,125.78,18.31,26.17,76.09,2.79,220
106.97,219.47,12.77,3.69,1.83,23.28,18.8,28.2,58.39,1.71,348
32.1,56.57,9.21,16.85,0.96,60.24,55.06,31.34,66.17,1.96,118
174.63,341.92,41.33,15.63,2.48,16.44,14.53,19.86,25.04,3.34,500
89.8,118.27,7.84,26.99,0.93,45.57,1.0,34.63,64.29,8.19,251
25.46,43.75,4.14,32.43,2.16,120.82,18.51,30.07,59.21,4.6,152
98.66,208.3,9.05,10.15,2.49,21.6,10.33,39.12,67.67,4.61,334
157.88,237.12,55.28,37.68,1.52,108.82,17.84,29.22,42.26,0.39,500
61.78,82.07,15.82,28.45,0.75,25.13,36.72,28.21,59.74,0.97,190
169.89,287.12,18.84,1.62,0.18,69.07,18.49,18.16,29.36,0.34,500
90.97,175.93,43.51,19.1,3.38,2.0,9.38,26.43,42.25,0.52,345
41.44,70.81,49.85,5.93,1.16,43.33,5.67,19.14,36.12,1.01,171
238.73,409.17,44.26,5.35,0.84,4.14,26.13,13.1,15.53,0.43,500
19.75,37.59,41.25,36.22,1.64,23.45,27.22,13.97,61.94,4.6,137
51.12,78.17,14.94,27.39,0.72,69.45,59.19,21.88,46.57,2.24,208
63.79,126.1,27.9,29.61,1.84,29.49,32.29,24.03,64.35,4.58,276
213.51,306.98,7.77,12.23,0.63,24.44,12.37,25.45,47.07,2.92,500
108.64,179.93,19.73,2.36,2.85,38.4,4.54,31.32,41.66,3.87,363
96.63,182.66,5.14,2.57,2.6,22.81,26.68,16.24,44.73,4.82,334
36.48,74.63,52.52,5.08,1.02,42.09,13.09,14.3,65.71,3.75,179
60.07,120.88,18.85,28.97,0.6,75.4,36.68,25.19,71.38,0.5,272
42.22,82.3,27.26,8.87,2.59,36.11,29.53,24.77,37.86,2.35,170
94.43,153.28,16.74,35.86,1.52,39.13,13.19,26.99,59.39,0.69,318
141.88,200.06,57.1,6.94,0.58,56.02,12.91,24.74,82.81,0.45,419
273.3,408.62,7.2,42.16,0.7,109.85,12.97,16.9,59.17,5.5,500
46.03,95.66,9.86,25.4,0.31,59.38,18.43,28.91,50.56,3.41,186
19.23,39.83,26.81,5.56,1.26,46.12,43.65,39.23,69.06,2.14,140
51.78,111.66,27.89,13.38,0.87,48.93,10.59,22.07,57.67,4.41,208
129.37,177.03,52.91,27.12,1.26,3.63,7.31,21.77,46.08,14.3,411
32.89,58.65,31.08,14.09,0.18,,17.38,17.52,47.6,0.84,147
65.48,123.35,27.72,8.98,0.65,13.5,18.77,32.35,41.97,5.12,212
97.47,189.05,13.76,8.61,0.42,173.39,12.73,38.28,43.47,2.08,349
46.76,87.89,57.32,6.9,1.43,135.83,8.91,34.74,65.36,2.09,235
77.05,153.57,22.27,6.64,0.6,16.42,25.24,27.13,77.15,1.62,229
30.26,49.13,14.54,11.02,2.86,15.02,42.8,27.33,53.64,1.82,140
148.34,216.8,12.84,4.72,1.04,49.39,13.9,21.59,71.84,2.82,426
54.79,81.31,27.44,8.24,1.9,17.55,19.03,19.53,64.58,6.46,196
75.48,98.93,6.82,20.38,0.51,26.94,13.54,33.66,49.52,4.61,223
12.38,19.99,7.35,5.42,0.97,49.89,43.26,26.91,33.55,4.78,91
26.75,36.98,7.33,4.07,0.68,35.51,15.82,14.05,62.91,0.69,69
126.54,201.11,79.0,3.95,3.61,34.56,39.45,20.83,69.24,1.69,457
46.25,86.28,66.48,8.78,0.27,14.12,14.86,14.11,22.29,2.59,188
31.58,66.48,11.86,4.45,1.69,13.34,8.69,20.15,44.54,5.25,129
17.78,36.55,31.65,10.57,0.59,23.5,11.15,37.29,55.42,5.43,111
146.52,223.8,42.28,16.64,0.48,48.05,35.95,32.22,69.88,0.88,422
105.5,149.88,34.81,6.53,1.06,30.64,22.22,27.07,75.48,1.07,324
100.87,148.66,9.01,2.58,0.71,32.02,12.21,30.95,49.67,1.18,259
184.78,401.68,13.44,34.85,1.51,20.19,9.86,31.56,27.39,3.22,500
51.16,91.81,31.27,10.24,0.41,38.2,12.73,26.31,18.62,2.12,173
19.45,28.48,7.1,11.93,1.41,18.74,17.19,34.56,100.0,4.06,106
68.28,140.44,54.73,21.26,0.29,24.54,24.46,23.1,57.69,4.85,255
207.52,343.58,8.77,3.94,3.03,60.15,17.04,27.93,53.23,2.48,500
69.3,146.17,28.86,6.92,1.43,66.17,22.07,27.67,38.93,0.1,283
139.47,214.03,46.73,12.01,0.18,8.88,24.48,27.22,74.35,1.62,372
20.16,33.34,50.66,16.33,1.78,31.39,28.97,35.23,37.76,6.01,177
35.88,62.94,51.18,11.04,0.41,46.63,11.79,28.93,75.93,5.17,196
121.59,255.75,13.95,13.2,0.89,68.61,24.26,21.58,76.47,1.81,438
74.39,154.87,15.41,11.07,0.73,116.74,46.3,33.06,58.87,1.55,272
60.95,110.73,33.31,10.31,1.71,21.51,15.46,38.67,66.93,1.52,219
138.22,207.27,41.26,1.0,1.02,74.58,29.58,31.67,37.84,4.51,386
120.52,200.42,39.93,17.77,0.67,32.68,3.95,33.91,55.1,3.8,361
75.82,165.14,43.35,2.72,0.61,13.63,47.52,15.92,27.27,5.54,257
5.04,9.3,36.48,40.64,1.91,16.17,12.54,28.9,44.07,4.34,115
66.21,132.62,31.9,7.99,1.76,45.09,19.65,24.66,20.01,1.79,288
89.06,151.83,14.99,9.4,0.1,11.38,24.58,19.15,15.21,2.07,226
12.73,22.65,32.58,13.49,0.48,14.93,13.91,19.4,38.76,8.15,109
86.99,146.67,73.29,29.83,4.44,97.28,13.71,33.1,32.09,2.48,383
,275.07,20.28,12.59,1.36,26.97,24.93,31.92,55.26,3.49,438
66.12,136.62,18.76,2.15,1.69,67.48,8.97,20.81,62.32,1.43,256
28.59,50.22,38.86,10.65,0.78,27.99,36.82,35.5,63.24,7.78,166
5.94,10.29,8.76,4.62,2.11,16.47,14.64,28.19,48.54,5.25,75
88.19,141.65,28.61,4.78,0.99,33.04,20.45,32.26,79.54,2.44,282
14.47,21.11,53.17,5.09,0.66,17.97,24.92,17.33,62.71,1.42,104
100.31,215.2,28.79,16.39,1.1,98.82,47.51,18.14,52.63,1.99,396
201.15,318.72,28.66,17.42,1.43,,6.34,17.78,74.16,1.97,500
37.26,75.3,3.05,20.39,3.7,109.83,12.35,34.63,58.34,0.98,191
55.82,108.51,20.66,7.03,1.42,61.27,16.45,23.61,61.17,1.55,212
208.51,419.48,11.05,12.97,0.41,19.64,18.83,32.11,21.73,0.97,500
72.05,154.4,8.14,18.5,0.7,44.37,52.94,46.01,41.65,3.21,254
46.61,86.75,23.63,36.57,0.25,89.33,14.72,15.99,60.8,1.49,227
129.36,272.72,41.2,2.36,1.52,43.76,34.12,27.09,51.98,10.46,435
48.63,70.56,22.29,13.09,0.48,38.05,66.78,22.05,74.89,0.39,169
35.25,65.7,47.68,4.44,0.3,8.55,21.65,34.28,66.76,1.57,166
99.27,198.04,40.7,15.93,0.51,22.35,24.39,25.54,66.67,1.58,348
136.24,210.42,15.75,3.01,0.99,12.02,25.3,34.67,34.85,0.84,380
35.04,68.9,17.57,13.39,0.45,67.8,11.98,27.48,85.42,0.94,163
76.36,152.77,4.2,7.31,0.77,67.45,10.4,16.94,81.9,6.47,248
57.68,118.13,90.19,2.16,4.45,72.96,6.14,24.24,60.4,0.75,318
64.76,102.43,11.83,8.02,1.29,66.53,27.2,30.6,38.24,3.73,210
28.84,55.18,29.42,10.44,0.32,5.37,16.26,26.98,25.72,3.3,82
104.44,164.37,23.11,31.9,2.25,18.37,15.75,20.17,42.98,3.23,317
174.17,342.26,70.7,12.55,1.6,74.84,9.21,27.98,44.2,2.08,500
34.37,59.0,32.44,7.44,2.21,49.07,15.54,13.21,71.24,4.47,179
104.38,191.83,25.55,4.62,0.73,12.35,48.33,11.68,78.4,3.71,322
127.4,213.3,59.99,31.8,1.76,86.3,12.38,33.38,32.96,0.76,453
75.96,109.83,29.43,9.38,0.74,65.81,2.48,35.11,44.9,1.53,225
101.41,148.08,12.88,26.25,0.51,51.11,7.36,37.78,61.35,4.3,321
37.77,51.73,37.42,9.29,1.58,43.92,22.54,36.2,53.08,2.4,194
167.89,311.65,7.79,8.6,1.13,22.95,11.2,22.38,76.38,2.25,466
136.92,282.58,11.3,10.27,0.9,54.84,29.96,30.67,32.37,5.11,434
147.21,194.13,18.27,20.93,0.45,65.55,31.32,27.28,76.26,0.74,393
24.68,33.56,9.18,9.17,1.31,42.33,3.29,29.92,43.55,3.79,111
92.84,158.91,19.96,15.16,1.42,46.61,34.98,31.08,91.51,1.55,320
40.08,78.71,2.0,42.2,1.19,23.38,40.07,38.46,71.69,2.11,164
177.18,255.48,28.88,6.38,0.48,16.49,2.6,28.62,71.49,2.88,474
34.98,54.03,35.96,9.57,0.18,65.06,6.55,33.96,28.51,1.07,135
78.15,117.91,16.33,24.28,0.81,42.26,4.1,27.36,19.79,0.57,269
9.15,15.18,5.36,21.47,0.42,56.73,33.73,20.33,39.13,2.99,88
77.87,116.99,25.03,9.86,5.15,57.73,11.53,24.91,38.55,0.88,276
24.95,40.35,40.63,27.14,0.62,49.33,17.7,25.35,48.59,1.3,148
96.11,187.97,7.12,8.74,1.73,18.31,45.79,18.08,31.15,4.95,326
58.97,109.08,130.85,13.81,0.15,27.29,7.75,17.64,73.92,4.46,292
49.75,68.31,29.58,20.63,1.51,106.84,45.68,33.4,59.41,2.06,226
180.06,337.43,41.98,40.62,1.59,52.55,18.84,30.58,12.01,3.26,500
249.27,431.08,110.6,33.02,1.29,33.05,20.98,30.48,45.35,3.29,500
18.66,39.96,34.3,9.36,1.73,61.05,45.59,34.53,62.77,1.27,158
51.0,79.58,12.51,23.35,0.92,43.42,7.77,32.53,46.12,2.73,177
115.66,225.96,14.91,27.96,0.9,12.4,11.69,37.39,31.78,3.54,363
85.53,167.44,51.35,4.99,1.32,51.04,21.54,23.69,33.45,1.6,327
111.44,167.09,45.48,17.4,0.96,71.37,52.32,34.07,56.29,1.18,354
62.16,131.34,51.98,6.83,0.74,63.7,24.14,22.02,27.11,0.78,246
140.65,245.01,39.02,15.52,0.33,41.26,12.01,22.7,51.93,1.48,425
75.77,144.79,35.11,26.25,1.64,59.15,20.78,17.16,42.25,4.64,318
89.05,127.45,42.97,1.32,1.81,33.86,4.78,30.88,63.28,2.91,270
24.97,38.26,33.66,35.33,0.53,23.89,9.05,32.86,63.05,1.19,140
70.36,128.58,10.18,34.06,1.41,70.56,2.79,25.19,93.32,5.2,250
116.5,184.9,14.96,23.96,0.81,81.58,20.93,20.15,47.92,3.13,347
82.26,143.93,47.24,7.89,1.05,10.08,14.1,36.24,75.88,12.81,264
72.62,118.85,111.95,31.7,0.56,53.99,25.92,28.0,67.17,2.25,345
92.91,174.35,53.44,20.94,0.58,117.23,22.48,25.96,33.63,3.97,362
75.46,131.19,75.0,41.07,2.37,43.13,4.62,33.88,89.53,4.86,314
63.69,83.07,6.57,9.8,0.35,48.47,12.81,41.07,57.75,2.87,184
118.92,224.13,55.79,2.64,2.41,10.22,58.73,28.43,86.72,0.58,396
60.49,101.62,44.29,11.9,1.28,45.97,15.28,31.15,32.46,1.87,267
23.58,37.91,32.17,16.46,0.55,3.84,6.85,33.52,74.18,2.8,91
174.86,242.14,17.5,15.14,2.29,11.67,5.4,20.06,20.21,4.68,466
41.07,61.53,36.13,6.52,0.11,30.61,24.68,12.11,5.73,2.11,141
17.77,26.68,48.95,11.11,1.32,22.03,12.32,29.73,97.16,0.67,126
100.85,216.0,26.75,10.72,0.66,47.68,23.3,30.11,74.13,2.37,364
189.28,319.74,14.27,12.11,0.27,26.61,4.84,27.72,82.63,1.52,500
102.48,137.1,67.42,22.54,0.83,39.59,14.26,31.03,49.08,1.37,326
159.03,226.61,20.92,1.07,1.57,69.23,17.25,32.27,42.21,5.81,456
31.81,43.62,33.01,13.22,0.31,13.98,30.71,24.36,68.07,1.76,130
23.89,43.71,3.48,14.73,2.61,132.52,22.99,27.63,33.02,4.72,158
50.86,74.65,13.2,3.67,2.55,14.03,11.91,17.38,32.96,4.01,147
133.91,234.17,56.61,18.64,3.71,34.63,21.7,33.93,43.22,0.39,487
96.35,157.34,53.64,14.88,0.46,37.77,25.16,31.72,73.71,1.18,352
101.24,204.86,35.87,31.3,1.79,59.98,5.57,20.05,33.57,2.82,361
72.59,115.31,4.17,4.97,0.51,46.11,17.76,23.53,75.09,2.78,208
51.62,88.4,14.86,3.47,0.84,14.07,14.4,26.63,63.72,0.58,171
74.95,146.09,88.5,38.72,2.91,37.45,36.33,27.96,64.15,4.53,369
58.94,99.61,27.25,7.61,0.56,86.56,16.33,22.04,22.12,2.53,206
48.9,98.47,47.61,26.6,2.02,74.28,21.62,29.29,41.7,5.54,253
87.15,165.19,14.44,11.94,0.23,31.77,8.9,35.02,50.58,0.69,276
54.8,91.49,26.38,12.57,2.03,25.7,6.38,19.16,61.61,2.28,210
80.36,140.92,14.6,7.25,1.98,51.66,31.8,12.83,42.16,2.17,264
10.36,22.48,19.38,10.29,0.24,61.14,35.46,33.07,87.36,3.07,122
75.75,143.58,12.53,3.8,0.68,17.78,19.61,25.47,49.48,0.14,212
54.55,115.34,22.32,4.92,2.2,54.91,11.61,24.49,61.92,3.2,218
164.57,240.42,23.2,15.24,0.87,83.73,24.58,19.63,55.95,3.89,470
16.99,29.48,43.65,16.35,0.12,55.66,18.38,32.48,69.19,5.12,97
71.81,152.07,5.2,15.7,0.87,39.97,41.76,15.22,,2.49,259
117.44,186.77,8.49,25.32,2.49,63.65,12.78,28.23,29.87,1.04,376
60.7,131.77,26.66,19.96,0.45,18.12,2.92,40.61,47.51,6.38,245
53.15,73.74,9.53,3.77,0.45,17.14,14.48,30.48,36.84,4.43,139
117.17,247.51,10.58,2.19,2.13,44.51,7.63,35.37,12.8,1.57,386
94.74,161.13,73.72,21.23,0.77,52.56,22.14,33.55,78.21,3.49,352
99.63,136.14,41.68,3.86,2.24,63.83,41.0,31.47,86.05,3.99,325
48.97,102.43,22.4,14.36,2.84,43.15,7.27,19.01,50.18,3.5,240
44.32,67.67,13.86,5.78,0.35,24.67,1.79,34.93,50.95,5.54,129
80.43,106.17,77.59,6.51,0.84,25.35,4.02,13.08,40.87,2.09,300
123.66,175.88,7.02,11.53,1.31,44.05,9.71,27.47,55.6,0.9,330
20.91,39.58,51.55,5.55,0.69,53.84,11.78,19.39,84.57,3.48,161
62.3,135.83,80.82,12.38,1.73,7.5,31.24,24.45,85.34,5.17,281
45.9,64.27,26.81,19.59,1.02,26.5,19.08,15.61,57.57,2.84,152
67.87,116.46,34.46,13.5,0.28,15.88,12.33,27.15,21.24,0.8,258
110.17,161.13,35.96,8.76,0.32,32.12,14.64,20.78,76.38,2.51,329
34.43,67.85,43.22,4.91,0.16,5.44,15.83,26.94,41.08,2.68,159
102.05,143.51,31.39,8.22,0.89,57.0,11.36,23.34,46.44,1.99,291
50.25,76.18,33.96,18.62,0.18,52.91,8.94,27.6,63.67,3.23,182
136.59,201.71,13.49,22.17,1.12,24.65,11.52,14.72,41.09,1.42,370
36.12,64.92,3.97,6.34,0.38,91.53,9.24,13.38,63.53,3.56,136
122.54,255.59,49.28,24.44,1.74,4.98,33.41,30.09,51.05,0.46,414
23.02,40.51,8.84,14.29,0.69,3.8,35.13,21.55,40.5,3.87,92
76.71,103.74,70.05,15.69,1.16,12.27,20.29,25.63,61.77,3.9,263
103.5,187.03,23.49,16.95,0.67,40.13,5.23,34.27,42.56,2.64,345
36.92,74.49,94.33,7.86,0.65,38.97,11.31,18.01,54.42,2.15,185
47.09,66.81,33.71,33.33,1.22,25.78,12.92,28.78,28.13,1.09,205
68.4,93.4,18.38,37.55,0.11,44.08,30.02,36.55,82.17,3.38,223
53.01,77.87,41.06,4.35,1.23,41.23,12.35,38.27,25.19,5.27,217
43.7,86.16,86.9,2.98,2.83,31.3,38.19,20.22,52.21,0.67,266
118.35,216.87,28.18,14.97,2.4,34.51,15.74,28.59,69.79,0.99,409
145.69,260.29,27.15,5.66,0.94,33.09,28.35,29.61,77.3,0.38,437
140.18,213.7,25.4,19.05,1.48,24.06,10.14,20.99,53.69,2.8,438
92.08,147.23,18.1,15.19,1.94,54.08,12.54,28.36,44.8,1.68,257
100.65,218.34,31.6,8.24,0.93,19.62,7.2,21.9,58.03,0.41,337
32.03,48.57,35.14,2.84,0.75,61.02,11.41,14.1,25.01,3.06,167
63.92,134.97,93.24,13.38,1.21,51.04,14.96,26.33,9.23,8.15,289
72.48,132.09,18.4,1.65,0.5,2.74,15.38,31.04,55.15,1.07,220
82.46,116.35,76.26,21.94,1.33,125.45,16.86,24.21,59.9,3.79,294
81.47,140.17,36.72,4.62,0.7,20.1,3.52,40.53,56.32,7.11,229
68.53,147.59,41.34,13.24,2.49,55.83,6.72,19.98,59.54,2.86,272
91.35,153.17,16.25,4.47,0.49,39.84,20.69,30.13,83.68,1.37,288
78.98,164.04,23.79,10.94,1.04,101.71,19.02,13.79,,1.69,299
78.85,120.7,20.4,2.8,2.34,5.55,19.11,22.79,64.04,3.55,234
38.95,70.65,44.24,38.1,0.1,58.01,6.75,34.71,45.81,1.71,181
26.06,53.68,11.56,13.36,0.67,78.59,12.71,18.81,30.92,2.17,150
82.75,176.13,11.0,3.11,3.18,81.25,22.35,12.24,71.12,1.69,313
48.68,84.58,2.98,5.68,4.88,26.6,16.77,15.66,10.66,1.59,211
40.43,75.83,41.49,6.05,1.16,32.75,3.76,32.73,18.35,1.16,205
105.28,137.14,8.65,19.2,1.29,83.62,23.28,39.87,88.73,2.09,274
64.42,98.43,26.16,15.93,0.27,153.05,6.31,12.4,66.17,0.75,223
159.49,247.35,7.34,6.29,2.3,66.5,10.79,32.62,60.97,1.13,451
97.93,135.56,26.73,7.45,2.29,42.65,12.66,22.91,92.45,1.56,337
37.03,57.46,25.5,9.51,0.25,22.17,21.0,32.84,67.8,1.68,130
106.14,168.66,16.94,5.85,1.37,71.5,27.31,23.08,37.63,8.09,329
88.43,192.07,35.32,5.72,0.88,84.48,7.73,34.21,42.11,2.94,322
35.9,68.28,16.1,12.88,2.25,44.99,14.5,25.21,,3.09,175
44.24,74.48,48.46,21.1,1.74,79.35,31.03,16.78,51.95,5.21,227
102.84,225.13,56.63,8.94,0.67,23.43,38.75,20.87,53.65,4.83,382
13.68,19.66,58.97,7.46,0.45,29.81,48.68,21.54,26.91,0.88,99
8.75,15.12,26.5,13.17,0.74,60.49,21.59,19.74,42.4,0.91,100
75.79,142.66,40.07,1.45,1.54,75.89,4.91,31.41,54.2,0.73,273
71.88,97.04,26.43,16.34,1.65,17.03,30.9,21.69,80.37,5.5,234
